Unique_Name,Transaction_Amount,Country_Amount_Interaction,Velocity_Risk,Transaction_Amount_Squared,Num_Transactions_24h,Risk_Velocity,Is_Suspicious,Country_Amount_Interaction_Squared,Velocity_Risk_Squared,Transaction_Amount_x_Country_Amount_Interaction
IMP_Record_00231,794831.82,71.53,25.43,631757622084.5123,32,17.84,1,5116.5409,646.6849,56854320.084599994
IMP_Record_00232,502686.83,45.24,14.58,252694049055.4489,29,28.37,1,2046.6576000000002,212.5764,22741552.189200003
IMP_Record_00233,576946.19,51.93,24.81,332866906155.51605,43,33.25,1,2696.7249,615.5360999999999,29960815.6467
IMP_Record_00234,492568.44,29.55,0.99,242623668084.0336,2,0.21,1,873.2025,0.9801,14555397.402
IMP_Record_00235,195323.46,11.72,4.49,38151254026.3716,23,17.9,1,137.35840000000002,20.160100000000003,2289190.9512
IMP_Record_00236,722479.87,21.67,13.73,521977162555.2169,19,3.24,1,469.5889000000001,188.5129,15656138.782900002
IMP_Record_00237,280844.29,2.81,8.71,78873515225.6041,31,13.87,1,7.896100000000001,75.86410000000002,789172.4549
IMP_Record_00238,24413.53,1.71,0.12,596020447.0609,5,1.05,0,2.9240999999999997,0.0144,41747.1363
IMP_Record_00239,645507.75,25.82,12.26,416680255310.0625,19,13.1,1,666.6724,150.3076,16667010.105
IMP_Record_00240,177192.97,1.77,6.02,31397348617.420902,34,29.83,1,3.1329000000000002,36.240399999999994,313631.5569
IMP_Record_00241,940464.54,75.24,9.4,884473550997.4116,10,2.9,1,5661.057599999999,88.36000000000001,70760551.9896
IMP_Record_00242,953933.18,57.24,23.85,909988511904.9125,25,2.05,1,3276.4176,568.8225000000001,54603135.22320001
IMP_Record_00243,914872.9,54.89,1.83,836992423154.41,2,0.6,1,3012.9121,3.3489000000000004,50217373.481
IMP_Record_00244,370221.68,7.4,4.07,137064092342.0224,11,7.4,1,54.760000000000005,16.5649,2739640.432
IMP_Record_00245,15555.07,0.16,0.48,241960202.7049,31,10.19,1,0.0256,0.2304,2488.8112
IMP_Record_00246,928325.73,18.57,13.92,861788660980.0328,15,4.17,1,344.8449,193.7664,17239008.8061
IMP_Record_00247,428241.33,17.13,3.85,183390636720.1689,9,1.66,1,293.4369,14.822500000000002,7335773.9829
IMP_Record_00248,966658.15,19.33,22.23,934427978961.4225,23,11.44,1,373.6488999999999,494.1729,18685502.039499998
IMP_Record_00249,963623.62,9.64,18.31,928570481021.9044,19,5.24,1,92.92960000000001,335.25609999999995,9289331.696800001
IMP_Record_00250,853024.15,59.71,7.68,727650200483.2225,9,6.58,1,3565.2841000000003,58.9824,50934071.9965
IMP_Record_00251,294519.45,23.56,10.31,86741706428.3025,35,2.68,1,555.0735999999999,106.29610000000001,6938878.242
IMP_Record_00252,385159.22,23.11,8.09,148347624751.0084,21,13.94,1,534.0721,65.4481,8901029.574199999
IMP_Record_00253,851151.56,34.05,7.66,724458978090.4337,9,2.14,1,1159.4025,58.6756,28981710.618
IMP_Record_00254,316990.31,19.02,8.88,100482856633.8961,28,13.7,1,361.7604,78.85440000000001,6029155.6962
IMP_Record_00255,169575.8,5.09,7.8,28755951945.639996,46,13.16,1,25.908099999999997,60.839999999999996,863140.8219999999
IMP_Record_00256,556845.58,44.55,3.9,310076999965.5364,7,5.06,1,1984.7024999999996,15.209999999999999,24807470.588999998
IMP_Record_00257,936161.16,18.72,14.98,876397717492.5457,16,15.12,1,350.43839999999994,224.40040000000002,17524936.9152
IMP_Record_00258,696060.19,34.8,11.14,484499788102.836,16,14.67,1,1211.0399999999997,124.09960000000001,24222894.611999996
IMP_Record_00259,570104.16,5.7,18.81,325018753249.30566,33,19.25,1,32.49,353.81609999999995,3249593.7120000003
IMP_Record_00260,97266.78,5.84,0.39,9460826491.5684,4,1.85,1,34.105599999999995,0.1521,568037.9952
IMP_Record_00261,615045.73,12.3,2.46,378281249991.23285,4,3.27,1,151.29000000000002,6.0516,7565062.479
IMP_Record_00262,990054.84,39.6,38.61,980208586207.4255,39,26.65,1,1568.16,1490.7321,39206171.664
IMP_Record_00263,140170.01,8.41,5.61,19647631703.4001,40,7.34,1,70.7281,31.472100000000005,1178829.7841
IMP_Record_00264,518377.82,41.47,8.81,268715564267.9524,17,13.96,1,1719.7609,77.6161,21497128.1954
IMP_Record_00265,877385.33,70.19,32.46,769805017299.2089,37,15.87,1,4926.6361,1053.6516000000001,61583676.312699996
IMP_Record_00266,740794.54,44.45,28.89,548776550493.81165,39,7.37,1,1975.8025000000002,834.6321,32928317.303000003
IMP_Record_00267,697046.04,27.88,20.21,485873181879.68164,29,8.17,1,777.2944,408.44410000000005,19433643.595200002
IMP_Record_00268,702513.84,56.2,25.29,493525695391.54553,36,9.63,1,3158.4400000000005,639.5840999999999,39481277.808
IMP_Record_00269,359555.2,28.76,13.66,129279941847.04001,38,19.73,1,827.1376000000001,186.5956,10340807.552000001
IMP_Record_00270,293662.49,2.94,11.45,86237658033.00009,39,9.14,1,8.6436,131.1025,863367.7206
IMP_Record_00271,809380.22,32.38,29.95,655096340527.2484,37,4.57,1,1048.4644,897.0024999999999,26207731.5236
IMP_Record_00272,810132.38,32.41,28.35,656314473124.4644,35,4.33,1,1050.4080999999999,803.7225000000001,26256390.435799997
IMP_Record_00273,867085.61,60.7,6.07,751837455069.072,7,4.08,1,3684.4900000000002,36.8449,52632096.527
IMP_Record_00274,913249.23,63.93,24.66,834024156095.5929,27,19.84,1,4087.0449,608.1156,58384023.2739
IMP_Record_00275,511391.26,40.91,14.32,261521020804.3876,28,9.0,1,1673.6280999999997,205.0624,20921016.446599998
IMP_Record_00276,501566.14,25.08,11.03,251568592794.4996,22,0.76,1,629.0063999999999,121.66089999999998,12579278.791199999
IMP_Record_00277,798315.35,55.88,11.18,637307398045.6224,14,1.78,1,3122.5744000000004,124.99239999999999,44609861.758
IMP_Record_00278,649998.93,52.0,4.55,422498609001.14496,7,6.4,1,2704.0,20.702499999999997,33799944.36
IMP_Record_00279,701996.68,63.18,25.97,492799338731.02246,37,18.26,1,3991.7124,674.4408999999999,44352150.242400005
IMP_Record_00280,795813.09,23.87,17.51,633318474215.348,22,9.98,1,569.7769000000001,306.60010000000005,18996058.4583
IMP_Record_00281,890016.34,26.7,4.45,792129085466.9955,5,0.19,1,712.89,19.802500000000002,23763436.277999997
IMP_Record_00282,338061.36,13.52,0.68,114285483125.04959,2,1.46,1,182.79039999999998,0.4624000000000001,4570589.5872
IMP_Record_00283,375645.39,18.78,10.14,141109459028.2521,27,14.26,1,352.68840000000006,102.81960000000001,7054620.4242
IMP_Record_00284,94072.54,0.94,1.98,8849642782.0516,21,4.24,1,0.8835999999999999,3.9204,88428.18759999999
IMP_Record_00285,578322.31,40.48,21.98,334456694243.73615,38,4.18,1,1638.6303999999998,483.1204,23410487.1088
IMP_Record_00286,36038.68,3.24,0.54,1298786456.1424,15,5.75,1,10.497600000000002,0.2916,116765.32320000001
IMP_Record_00287,465651.46,37.25,9.78,216831282200.13162,21,17.58,1,1387.5625,95.64839999999998,17345516.885
IMP_Record_00288,542690.37,27.13,5.43,294512837690.7369,10,8.65,1,736.0369,29.484899999999996,14723189.7381
IMP_Record_00289,286612.6,11.46,6.59,82146782478.75998,23,13.87,1,131.3316,43.4281,3284580.396
IMP_Record_00290,590874.18,41.36,23.04,349132296590.6725,39,28.37,1,1710.6496,530.8416,24438556.0848
IMP_Record_00291,30597.2,1.53,0.15,936188647.84,5,0.58,1,2.3409,0.0225,46813.716
IMP_Record_00292,37444.45,2.62,0.04,1402086835.8024998,1,0.59,0,6.864400000000001,0.0016,98104.459
IMP_Record_00293,822618.3,8.23,10.69,676700867494.8901,13,8.67,1,67.7329,114.27609999999999,6770148.609000001
IMP_Record_00294,360254.62,3.6,7.57,129783391231.34439,21,4.21,1,12.96,57.3049,1296916.632
IMP_Record_00295,127147.81,3.81,3.31,16166565587.796099,26,22.88,1,14.5161,10.956100000000001,484433.1561
IMP_Record_00296,522291.04,10.45,23.5,272787930464.2816,45,8.77,1,109.20249999999999,552.25,5457941.368
IMP_Record_00297,770016.55,15.4,16.17,592925487273.9026,21,6.58,1,237.16000000000003,261.4689000000001,11858254.870000001
IMP_Record_00298,215899.45,15.11,3.89,46612572510.302505,18,11.17,1,228.3121,15.132100000000001,3262240.6895
IMP_Record_00299,622928.19,12.46,23.05,388039529896.676,37,23.62,1,155.25160000000002,531.3025,7761685.2474
IMP_Record_00300,85438.93,3.42,3.84,7299810759.544899,45,31.47,1,11.696399999999999,14.7456,292201.1406
IMP_Record_00301,51776.55,1.04,1.66,2680811129.9025,32,3.58,0,1.0816000000000001,2.7556,53847.61200000001
IMP_Record_00302,531401.5,31.88,19.13,282387554202.25,36,30.58,1,1016.3344,365.95689999999996,16941079.82
IMP_Record_00303,540681.06,43.25,9.19,292336008642.72363,17,9.06,1,1870.5625,84.45609999999999,23384455.845000003
IMP_Record_00304,637466.16,25.5,22.31,406363105145.1456,35,16.5,1,650.25,497.73609999999996,16255387.08
IMP_Record_00305,726118.72,36.31,35.58,527248395534.43835,49,48.07,1,1318.4161000000001,1265.9363999999998,26365370.7232
IMP_Record_00306,975854.49,39.03,10.73,952291985653.16,11,8.14,1,1523.3409000000001,115.1329,38087600.7447
IMP_Record_00307,516348.72,15.49,10.84,266616000645.63837,21,2.48,1,239.9401,117.5056,7998241.6728
IMP_Record_00308,323024.18,16.15,8.4,104344620864.6724,26,19.67,1,260.82249999999993,70.56,5216840.506999999
IMP_Record_00309,795206.68,71.57,3.18,632353663916.6224,4,0.38,1,5122.264899999999,10.112400000000001,56912942.0876
IMP_Record_00310,270905.17,21.67,9.21,73389611132.7289,34,0.93,1,469.5889000000001,84.82410000000002,5870515.0339
IMP_Record_00311,439027.52,35.12,21.07,192745163317.3504,48,19.37,1,1233.4144,443.9449,15418646.5024
IMP_Record_00312,78548.54,6.28,1.41,6169873136.131599,18,17.88,1,39.4384,1.9880999999999998,493284.83119999996
IMP_Record_00313,25448.21,2.04,1.02,647611392.2041,40,7.0,1,4.1616,1.0404,51914.3484
IMP_Record_00314,962652.15,67.39,33.69,926699161899.6226,35,23.54,1,4541.4121000000005,1135.0160999999998,64873128.388500005
IMP_Record_00315,835996.52,66.88,34.28,698890181452.1105,41,7.11,1,4472.934399999999,1175.1184,55911447.257599995
IMP_Record_00316,696004.61,55.68,20.18,484422417141.2521,29,21.02,1,3100.2624,407.2324,38753536.6848
IMP_Record_00317,409012.05,32.72,11.86,167290857045.20248,29,14.66,1,1070.5983999999999,140.65959999999998,13382874.275999999
IMP_Record_00318,173376.99,12.14,6.59,30059580661.4601,38,25.84,1,147.3796,43.4281,2104796.6586
IMP_Record_00319,156521.4,1.57,6.57,24498948657.96,42,8.52,1,2.4649,43.1649,245738.598
IMP_Record_00320,250317.87,10.01,5.26,62659036041.3369,21,15.66,1,100.20009999999999,27.667599999999997,2505681.8787
IMP_Record_00321,549271.74,21.97,23.07,301699444362.62756,42,41.82,1,482.68089999999995,532.2249,12067500.127799999
IMP_Record_00322,714624.46,35.73,9.29,510688118830.29156,13,8.65,1,1276.6328999999998,86.30409999999999,25533531.955799997
IMP_Record_00323,660231.36,39.61,32.35,435905448727.4496,49,24.18,1,1568.9521,1046.5225,26151764.1696
IMP_Record_00324,280005.9,11.2,11.48,78403304034.81001,41,37.85,1,125.43999999999998,131.7904,3136066.08
IMP_Record_00325,954869.79,19.1,16.23,911776315854.6442,17,0.27,1,364.81000000000006,263.41290000000004,18238012.989000004
IMP_Record_00326,737923.13,44.28,6.64,544530545788.9969,9,6.57,1,1960.7184000000002,44.0896,32675236.1964
IMP_Record_00327,554398.62,44.35,22.73,307357829857.9044,41,36.44,1,1966.9225000000001,516.6529,24587578.797000002
IMP_Record_00328,611759.57,48.94,0.61,374249771486.58484,1,0.06,1,2395.1236,0.3721,29939513.355799995
IMP_Record_00329,419658.1,29.38,0.84,176112920895.61,2,0.9,1,863.1844,0.7055999999999999,12329554.977999998
IMP_Record_00330,247806.22,14.87,11.89,61407922670.6884,48,9.83,1,221.1169,141.37210000000002,3684878.4913999997
IMP_Record_00331,356037.08,7.12,10.33,126762402334.9264,29,16.43,1,50.6944,106.7089,2534984.0096
IMP_Record_00332,757870.33,53.05,25.01,574367437094.3088,33,21.43,1,2814.3025,625.5001000000001,40205021.0065
IMP_Record_00333,14492.05,0.72,0.14,210019513.2025,10,3.03,1,0.5184,0.019600000000000003,10434.276
IMP_Record_00334,116161.03,6.97,4.65,13493384890.6609,40,18.4,1,48.5809,21.622500000000002,809642.3791
IMP_Record_00335,46098.04,3.69,0.97,2125029291.8416002,21,5.87,1,13.6161,0.9409,170101.7676
IMP_Record_00336,40824.73,3.27,1.14,1666658579.5729003,28,10.34,1,10.6929,1.2995999999999999,133496.8671
IMP_Record_00337,855475.04,25.66,9.41,731837544063.0017,11,1.75,1,658.4356,88.5481,21951489.5264
IMP_Record_00338,703687.49,49.26,23.93,495176083582.50006,34,30.11,1,2426.5476,572.6449,34663645.7574
IMP_Record_00339,474226.41,4.74,3.79,224890687941.48807,8,0.08,1,22.4676,14.3641,2247833.1834
IMP_Record_00340,97924.38,0.98,2.15,9589184198.384401,22,19.41,1,0.9603999999999999,4.6225,95965.8924
IMP_Record_00341,491666.71,34.42,3.93,241736153722.22412,8,4.57,1,1184.7364000000002,15.4449,16923168.158200003
IMP_Record_00342,473524.42,42.62,23.2,224225376336.3364,49,16.25,1,1816.4643999999998,538.24,20181610.780399997
IMP_Record_00343,173284.55,12.13,2.6,30027535268.702496,15,10.85,1,147.13690000000003,6.760000000000001,2101941.5915
IMP_Record_00344,433908.26,21.7,7.38,188276378096.2276,17,8.63,1,470.89,54.4644,9415809.242
IMP_Record_00345,398564.88,31.89,9.17,158853963569.4144,23,11.48,1,1016.9721000000001,84.0889,12710234.0232
IMP_Record_00346,615888.51,12.32,14.78,379318656750.02014,24,2.64,1,151.7824,218.4484,7587746.443200001
IMP_Record_00347,635130.14,57.16,28.58,403390294736.4196,45,17.53,1,3267.2655999999997,816.8163999999999,36304038.8024
IMP_Record_00348,45399.48,2.72,0.86,2061112784.2704003,19,4.58,1,7.398400000000001,0.7395999999999999,123486.58560000002
IMP_Record_00349,374675.15,33.72,1.87,140381468027.52252,5,0.08,1,1137.0384,3.4969000000000006,12634046.058
IMP_Record_00350,625897.33,12.52,20.03,391747467701.12885,32,11.52,1,156.75039999999998,401.20090000000005,7836234.571599999
IMP_Record_00351,503185.94,15.1,22.14,253196090213.6836,44,3.95,1,228.01,490.17960000000005,7598107.694
IMP_Record_00352,856504.19,68.52,0.86,733599427487.556,1,0.26,1,4694.9904,0.7395999999999999,58687667.098799996
IMP_Record_00353,658727.76,6.59,15.15,433922261794.6176,23,2.13,1,43.4281,229.5225,4341015.9384
IMP_Record_00354,163018.13,11.41,6.03,26574910708.696903,37,3.73,1,130.1881,36.3609,1860036.8633
IMP_Record_00355,70661.69,4.95,0.57,4993074433.6561,8,1.59,1,24.5025,0.32489999999999997,349775.3655
IMP_Record_00356,642455.04,6.42,8.35,412748478421.4017,13,13.0,1,41.2164,69.7225,4124561.3568
IMP_Record_00357,26608.66,2.39,0.21,708020786.9956,8,0.02,0,5.7121,0.04409999999999999,63594.697400000005
IMP_Record_00358,585817.0,46.87,13.47,343181557489.0,23,14.69,1,2196.7969,181.44090000000003,27457242.79
IMP_Record_00359,940236.22,37.61,40.43,884044149399.8883,43,6.07,1,1414.5121,1634.5849,35362284.2342
IMP_Record_00360,575516.63,28.78,0.58,331219391406.5569,1,0.92,1,828.2884,0.3364,16563368.6114
IMP_Record_00361,388231.11,7.76,17.47,150723394771.8321,45,4.21,1,60.2176,305.20089999999993,3012673.4135999996
IMP_Record_00362,643323.89,57.9,15.44,413865627444.7321,24,22.92,1,3352.41,238.3936,37248453.231
IMP_Record_00363,458307.07,27.5,16.04,210045370411.9849,35,21.38,1,756.25,257.28159999999997,12603444.425
IMP_Record_00364,545662.23,16.37,13.1,297747269248.5729,24,0.03,1,267.97690000000006,171.60999999999999,8932490.7051
IMP_Record_00365,941470.66,65.9,16.01,886367003640.8357,17,15.2,1,4342.81,256.3201,62042916.49400001
IMP_Record_00366,386164.03,34.75,1.93,149122658065.8409,5,2.61,1,1207.5625,3.7249,13419200.0425
IMP_Record_00367,961194.44,28.84,19.22,923894751486.9135,20,5.25,1,831.7456,369.4084,27720847.6496
IMP_Record_00368,905360.11,18.11,19.01,819676928779.212,21,16.11,1,327.97209999999995,361.3801000000001,16396071.5921
IMP_Record_00369,195871.56,13.71,7.83,38365668016.833595,40,37.07,1,187.96410000000003,61.3089,2685399.0876
IMP_Record_00370,69454.36,4.86,2.15,4823908123.0096,31,14.99,1,23.619600000000002,4.6225,337548.18960000004
IMP_Record_00371,100867.92,4.03,4.64,10174337285.1264,46,14.52,1,16.240900000000003,21.5296,406497.71760000003
IMP_Record_00372,18320.0,1.65,0.66,335622400.0,36,28.4,1,2.7224999999999997,0.43560000000000004,30228.0
IMP_Record_00373,94533.52,7.56,1.04,8936586403.5904,11,7.5,1,57.1536,1.0816000000000001,714673.4112
IMP_Record_00374,683038.47,6.83,10.25,466541551499.94086,15,13.33,1,46.6489,105.0625,4665152.7501
IMP_Record_00375,71281.53,0.71,1.35,5081056519.1409,19,13.16,1,0.5041,1.8225000000000002,50609.8863
IMP_Record_00376,319043.73,15.95,2.23,101788901652.31288,7,1.7,1,254.40249999999997,4.9729,5088747.4935
IMP_Record_00377,844890.82,50.69,23.66,713840497720.2723,28,26.09,1,2569.4761,559.7956,42827515.6658
IMP_Record_00378,23369.61,0.7,1.0,546138671.5521001,43,4.51,1,0.48999999999999994,1.0,16358.726999999999
IMP_Record_00379,814487.04,73.3,4.07,663389138327.9617,5,1.34,1,5372.889999999999,16.5649,59701900.032
IMP_Record_00380,281926.59,16.92,1.41,79482602149.02812,5,2.6,1,286.28640000000007,1.9880999999999998,4770197.902800001
IMP_Record_00381,118253.01,4.73,3.55,13983774374.060099,30,16.97,1,22.372900000000005,12.6025,559336.7373
IMP_Record_00382,696767.49,48.77,22.3,485484935120.9001,32,0.49,1,2378.5129,497.29,33981350.4873
IMP_Record_00383,628979.95,50.32,5.03,395615777502.00244,8,6.24,1,2532.1024,25.300900000000002,31650271.084
IMP_Record_00384,877484.27,78.97,8.77,769978644097.433,10,3.62,1,6236.2609,76.9129,69294932.8019
IMP_Record_00385,735097.54,44.11,27.93,540368393314.05164,38,15.44,1,1945.6921,780.0849,32425152.4894
IMP_Record_00386,803500.58,48.21,37.76,645613182060.3363,47,38.04,1,2324.2041,1425.8175999999999,38736762.9618
IMP_Record_00387,282106.37,22.57,9.03,79584003994.5769,32,12.14,1,509.4049,81.5409,6367140.7709
IMP_Record_00388,177521.8,8.88,8.52,31513989475.239994,48,2.27,1,78.85440000000001,72.59039999999999,1576393.584
IMP_Record_00389,750639.69,22.52,21.02,563459944203.296,28,4.94,1,507.1504,441.8404,16904405.8188
IMP_Record_00390,806854.06,24.21,13.72,651013474138.4836,17,16.25,1,586.1241,188.2384,19533936.792600002
IMP_Record_00391,990506.09,59.43,30.71,981102314327.088,31,2.18,1,3531.9249,943.1041,58865776.9287
IMP_Record_00392,412676.42,8.25,3.3,170301827624.0164,8,2.84,1,68.0625,10.889999999999999,3404580.465
IMP_Record_00393,372080.88,22.32,14.88,138444181261.5744,40,20.13,1,498.18240000000003,221.41440000000003,8304845.2416
IMP_Record_00394,776435.32,46.59,19.41,602851806143.5023,25,12.33,1,2170.6281000000004,376.7481,36174121.5588
IMP_Record_00395,340869.46,27.27,3.07,116191988760.69162,9,0.04,1,743.6528999999999,9.4249,9295510.1742
IMP_Record_00396,930764.25,65.15,1.86,866322089078.0625,2,1.0,1,4244.522500000001,3.4596000000000005,60639290.8875
IMP_Record_00397,858426.91,68.67,12.88,736896759812.1482,15,5.76,1,4715.5689,165.89440000000002,58948175.909700006
IMP_Record_00398,429051.13,38.61,1.29,184084872154.27692,3,2.92,1,1490.7321,1.6641000000000001,16565664.1293
IMP_Record_00399,750895.98,45.05,36.79,563844772780.1604,49,7.8,1,2029.5024999999998,1353.5040999999999,33827863.899
IMP_Record_00400,754567.42,22.64,27.16,569371991325.4564,36,12.75,1,512.5696,737.6656,17083406.388800003
IMP_Record_00401,103213.56,3.1,0.41,10653038967.8736,4,1.68,1,9.610000000000001,0.16809999999999997,319962.036
IMP_Record_00402,902562.65,9.03,12.64,814619337175.0226,14,5.47,1,81.5409,159.76960000000003,8150140.729499999
IMP_Record_00403,505301.85,25.27,20.72,255329959613.4225,41,27.3,1,638.5729,429.31839999999994,12768977.749499999
IMP_Record_00404,826474.82,33.06,33.89,683060628094.0323,41,8.84,1,1092.9636,1148.5321000000001,27323257.5492
IMP_Record_00405,320117.6,28.81,8.0,102475277829.75998,25,5.53,1,830.0160999999999,64.0,9222588.055999998
IMP_Record_00406,895533.68,80.6,8.96,801980572014.3425,10,7.29,1,6496.359999999999,80.28160000000001,72180014.608
IMP_Record_00407,389262.76,19.46,8.17,151525496322.8176,21,10.51,1,378.69160000000005,66.74889999999999,7575053.3096
IMP_Record_00408,10936.57,0.44,0.39,119608563.3649,36,14.95,1,0.1936,0.1521,4812.0908
IMP_Record_00409,905391.44,63.38,10.86,819733659625.2736,12,2.03,1,4017.0244000000002,117.93959999999998,57383709.467199996
IMP_Record_00410,91377.55,5.48,2.47,8349856644.002501,27,5.06,1,30.030400000000004,6.100900000000001,500748.97400000005
IMP_Record_00411,319381.71,12.78,12.78,102004676682.52411,40,0.42,1,163.3284,163.3284,4081698.2538
IMP_Record_00412,950066.96,19.0,1.9,902627228483.6415,2,0.18,1,361.0,3.61,18051272.24
IMP_Record_00413,950612.09,9.51,12.36,903663345654.1681,13,7.24,1,90.4401,152.7696,9040320.9759
IMP_Record_00414,573480.54,22.94,18.35,328879929758.69165,32,28.54,1,526.2436,336.7225,13155643.587600002
IMP_Record_00415,631874.03,25.27,19.59,399264789788.4409,31,8.9,1,638.5729,383.7681,15967456.7381
IMP_Record_00416,448500.68,4.49,7.18,201152859960.4624,16,5.24,1,20.160100000000003,51.5524,2013768.0532
IMP_Record_00417,293281.45,17.6,9.39,86014008914.10251,32,3.7,1,309.76000000000005,88.17210000000001,5161753.5200000005
IMP_Record_00418,328731.68,13.15,10.52,108064517435.62239,32,12.44,1,172.9225,110.67039999999999,4322821.592
IMP_Record_00419,672551.2,6.73,22.87,452325116621.43994,34,1.27,1,45.2929,523.0369000000001,4526269.576
IMP_Record_00420,752399.29,7.52,8.28,566104691592.5042,11,10.09,1,56.550399999999996,68.55839999999999,5658042.6608
IMP_Record_00421,791599.89,7.92,7.92,626630385848.0121,10,6.73,1,62.7264,62.7264,6269471.1288
IMP_Record_00422,789639.18,63.17,11.84,623530034591.0725,15,14.86,1,3990.4489000000003,140.1856,49881507.0006
IMP_Record_00423,91296.98,7.3,1.55,8335138557.120399,17,15.01,1,53.29,2.4025000000000003,666467.9539999999
IMP_Record_00424,494470.86,9.89,19.78,244501431389.1396,40,18.92,1,97.81210000000002,391.24840000000006,4890316.8054
IMP_Record_00425,57653.0,4.04,1.04,3323868409.0,18,9.35,1,16.3216,1.0816000000000001,232918.12
IMP_Record_00426,549573.93,43.97,4.95,302031504535.64496,9,1.72,1,1933.3609,24.5025,24164765.7021
IMP_Record_00427,441586.35,35.33,11.04,194998504506.32248,25,11.55,1,1248.2088999999999,121.88159999999998,15601245.745499998
IMP_Record_00428,887715.41,62.14,35.51,788038649151.4681,40,36.12,1,3861.3796,1260.9600999999998,55162635.5774
IMP_Record_00429,350979.92,17.55,4.91,123186904243.20639,14,0.71,1,308.0025,24.1081,6159697.596
IMP_Record_00430,117155.31,1.17,2.93,13725366661.1961,25,21.59,1,1.3688999999999998,8.584900000000001,137071.71269999997
IMP_Record_00431,143077.38,12.88,3.15,20471136667.664402,22,7.5,1,165.89440000000002,9.9225,1842836.6544
IMP_Record_00432,761534.48,53.31,22.85,579934764228.8704,30,26.99,1,2841.9561000000003,522.1225000000001,40597403.1288
IMP_Record_00433,618256.24,12.37,12.37,382240778298.93756,20,18.82,1,153.0169,153.0169,7647829.6888
IMP_Record_00434,101212.56,6.07,2.13,10243982301.7536,21,14.09,1,36.8449,4.536899999999999,614360.2392000001
IMP_Record_00435,84198.4,1.68,3.7,7089370562.559999,44,29.23,1,2.8223999999999996,13.690000000000001,141453.31199999998
IMP_Record_00436,700999.03,7.01,22.43,491399640060.9409,32,14.49,1,49.1401,503.1049,4914003.2003
IMP_Record_00437,72855.73,5.1,3.35,5307957393.832899,46,38.43,1,26.009999999999998,11.2225,371564.22299999994
IMP_Record_00438,821877.87,16.44,40.27,675483233195.7369,49,47.12,1,270.27360000000004,1621.6729000000003,13511672.1828
IMP_Record_00439,706271.6,14.13,14.83,498819572966.56,21,16.28,1,199.65690000000004,219.9289,9979617.708
IMP_Record_00440,81440.65,4.07,2.85,6632579472.422499,35,21.77,1,16.5649,8.1225,331463.4455
IMP_Record_00441,84929.23,4.25,2.72,7212974108.3928995,32,19.42,1,18.0625,7.398400000000001,360949.2275
IMP_Record_00442,986640.91,69.06,29.6,973460285285.6282,30,25.48,1,4769.283600000001,876.1600000000001,68137421.2446
IMP_Record_00443,374333.37,3.74,14.6,140125471895.5569,39,21.11,1,13.987600000000002,213.16,1400006.8038
IMP_Record_00444,370705.08,29.66,18.16,137422256337.80641,49,39.39,1,879.7156,329.7856,10995112.6728
IMP_Record_00445,812818.29,24.38,9.75,660673572558.5242,12,6.11,1,594.3843999999999,95.0625,19816509.9102
IMP_Record_00446,947253.85,37.89,38.84,897289856339.8225,41,2.56,1,1435.6521,1508.5456000000004,35891448.3765
IMP_Record_00447,986002.46,88.74,46.34,972200851126.0515,47,18.05,1,7874.787599999999,2147.3956000000003,87497858.30039999
IMP_Record_00448,753402.85,30.14,13.56,567615854388.1224,18,8.0,1,908.4196000000001,183.8736,22707561.899
IMP_Record_00449,376321.96,18.82,7.9,141618217578.2416,21,2.97,1,354.1924,62.410000000000004,7082379.2872
IMP_Record_00450,83592.37,5.85,1.09,6987684322.216899,13,1.33,1,34.2225,1.1881000000000002,489015.36449999997
IMP_Record_00451,777169.2,31.09,16.32,603991965428.6399,21,11.24,1,966.5880999999999,266.3424,24162190.428
IMP_Record_00452,558448.41,5.58,4.47,311864626631.52814,8,0.68,1,31.136400000000002,19.9809,3116142.1278000004
IMP_Record_00453,424279.59,38.19,19.52,180013170490.5681,46,13.94,1,1458.4760999999999,381.0304,16203237.5421
IMP_Record_00454,906363.75,36.25,36.25,821495247314.0625,40,29.78,1,1314.0625,1314.0625,32855685.9375
IMP_Record_00455,111286.36,10.02,5.12,12384653922.0496,46,44.36,1,100.40039999999999,26.2144,1115089.3272
IMP_Record_00456,492675.84,29.56,3.45,242729483319.70563,7,5.03,1,873.7936,11.902500000000002,14563497.8304
IMP_Record_00457,11452.51,0.11,0.26,131159985.3001,23,22.83,1,0.0121,0.06760000000000001,1259.7761
IMP_Record_00458,468713.78,14.06,20.62,219692607561.88843,44,30.73,1,197.6836,425.18440000000004,6590115.746800001
IMP_Record_00459,56397.65,1.13,1.8,3180694925.5225,32,9.4,1,1.2768999999999997,3.24,63729.3445
IMP_Record_00460,118906.03,10.7,1.31,14138643970.360899,11,7.39,1,114.48999999999998,1.7161000000000002,1272294.521
IMP_Record_00461,117614.49,1.18,2.59,13833168257.960102,22,15.45,1,1.3923999999999999,6.708099999999999,138785.0982
IMP_Record_00462,649245.38,58.43,14.28,421519563451.3444,22,8.18,1,3414.0649,203.9184,37935407.5534
IMP_Record_00463,746070.27,67.15,32.08,556620847777.8729,43,0.76,1,4509.1225,1029.1263999999999,50098618.6305
IMP_Record_00464,583410.43,46.67,14.59,340367729832.785,25,17.58,1,2178.0889,212.8681,27227764.768100005
