Unique_Name,Country,Country_Risk_Score,Transaction_Amount,Transaction_Volume_30D,Transaction_Trend_30D,Previous_Banking_History_Score,Chargeback_Count_12M,Past_SAR_Flag,Account_Age_Days,KYC_Risk_Score,Amount_Squared,Volume_Squared,Trend_Squared,Amount_x_Volume,CountryRisk_x_Trend,History_Inverse,Risk_Target,Risk_Label,Country_Risk_Flag,Composite_Risk_Score,Country_Risk_Score_Squared,Transaction_Amount_Cubed,History_Inverse_Squared,Amount_x_CountryRisk,Amount_x_Trend,Volume_x_CountryRisk
AML_Customer_00358,IN,0.35,11417.96,21,0.33,47.85,2,0,2344,38.65,130.3698,441,0.1089,239777.16,0.1155,52.15,0,Low_Risk,0,0.513625,0.1225,1488.5573,2719.6225,3996.29,3767.927,7.35
AML_Customer_00359,IR,0.75,55966.86,34,-0.279,68.96,0,1,1848,53.58,3132.2894,1156,0.077841,1902873.24,-0.20925,31.04,1,High_Risk,1,0.914365,0.5625,175304.4034,963.4816,41975.14,-15614.754,25.5
AML_Customer_00360,IN,0.35,92161.72,21,0.293,71.51,4,0,31,64.89,8493.7826,441,0.085849,1935396.12,0.10255,28.49,1,High_Risk,0,0.6692875,0.1225,782801.6168,811.6801,32256.6,27003.384,7.35
AML_Customer_00361,SG,0.2,18733.17,36,0.594,67.97,2,0,51,34.78,350.9317,1296,0.352836,674394.12,0.1188,32.03,1,High_Risk,0,0.63458,0.04,6574.0624,1025.9209,3746.63,11127.503,7.2
AML_Customer_00362,IN,0.35,16331.39,20,0.069,58.97,3,1,2655,29.4,266.7143,400,0.004761,326627.8,0.02415,41.03,0,Low_Risk,0,0.58812,0.1225,4355.8152,1683.4609,5715.99,1126.866,7.0
AML_Customer_00363,AE,0.28,1634.25,26,0.99,83.66,1,0,2289,47.53,2.6708,676,0.9801,42490.5,0.2772,16.34,0,Low_Risk,0,0.39187500000000003,0.0784,4.3647,266.9956,457.59,1617.908,7.28
AML_Customer_00364,IN,0.35,5752.13,26,-0.523,66.27,1,0,3337,21.49,33.087,676,0.273529,149555.38,-0.18305,33.73,0,Low_Risk,0,0.3988175,0.1225,190.3207,1137.7129,2013.25,-3008.364,9.1
AML_Customer_00365,IR,0.75,4501.73,12,0.323,79.07,1,1,1933,28.42,20.2656,144,0.104329,54020.76,0.24225,20.93,0,Low_Risk,1,0.54358,0.5625,91.2301,438.0649,3376.3,1454.059,9.0
AML_Customer_00366,SG,0.2,5319.59,21,0.488,29.52,3,0,2606,6.21,28.298,441,0.238144,111711.39,0.0976,70.48,0,Low_Risk,0,0.39511,0.04,150.534,4967.4304,1063.92,2595.96,4.2
AML_Customer_00367,PK,0.55,8365.37,23,0.392,0.0,3,1,2465,30.4,69.9794,529,0.153664,192403.51,0.2156,100.0,1,High_Risk,1,0.7137074999999999,0.3025,585.4037,10000.0,4600.95,3279.225,12.65
AML_Customer_00368,IR,0.75,6172.81,18,0.008,70.68,0,0,43,32.07,38.1036,324,6.4e-05,111110.58,0.006,29.32,0,Low_Risk,1,0.47735250000000007,0.5625,235.2062,859.6624,4629.61,49.382,13.5
AML_Customer_00369,UK,0.18,1367.45,22,-0.022,36.5,1,1,548,96.18,1.8699,484,0.000484,30083.9,-0.00396,63.5,0,Low_Risk,0,0.3609,0.0324,2.557,4032.25,246.14,-30.084,3.96
AML_Customer_00370,US,0.15,20908.48,26,0.235,60.75,1,0,3323,58.97,437.1645,676,0.055225,543620.48,0.03525,39.25,0,Low_Risk,0,0.5176575,0.0225,9140.446,1540.5625,3136.27,4913.493,3.9
AML_Customer_00371,US,0.15,3385.5,24,0.366,58.96,1,0,1965,78.74,11.4616,576,0.133956,81252.0,0.0549,41.04,0,Low_Risk,0,0.3345,0.0225,38.8033,1684.2816,507.82,1239.093,3.6
AML_Customer_00372,US,0.15,12572.24,25,0.291,96.75,1,0,645,4.54,158.0612,625,0.084681,314306.0,0.04365,3.25,0,Low_Risk,0,0.3964825,0.0225,1987.1836,10.5625,1885.84,3658.522,3.75
AML_Customer_00373,US,0.15,78753.87,24,0.444,73.0,3,0,991,10.65,6202.172,576,0.197136,1890092.88,0.0666,27.0,0,Low_Risk,0,0.5637875,0.0225,488445.0506,729.0,11813.08,34966.718,3.6
AML_Customer_00374,BR,0.4,3946.62,19,-0.277,68.32,2,1,2480,81.45,15.5758,361,0.076729,74985.78,-0.1108,31.68,0,Low_Risk,0,0.4444225,0.16,61.4718,1003.6224,1578.65,-1093.214,7.6
AML_Customer_00375,US,0.15,788.17,22,0.0,81.74,1,0,3614,62.35,0.6212,484,0.0,17339.74,0.0,18.26,0,Low_Risk,0,0.18336750000000002,0.0225,0.4896,333.4276,118.23,0.0,3.3
AML_Customer_00376,DE,0.17,7435.31,14,-0.249,72.37,1,1,316,19.1,55.2838,196,0.062001,104094.34,-0.04233,27.63,0,Low_Risk,0,0.310955,0.0289,411.0524,763.4169,1264.0,-1851.392,2.38
AML_Customer_00377,RU,0.7,29761.17,21,-0.055,55.85,1,1,2461,40.48,885.7272,441,0.003025,624984.57,-0.0385,44.15,1,High_Risk,1,0.7951125000000001,0.49,26360.279,1949.2225,20832.82,-1636.864,14.7
AML_Customer_00378,US,0.15,70146.94,24,0.435,86.43,3,0,3348,53.87,4920.5932,576,0.189225,1683526.56,0.06525,13.57,0,Low_Risk,0,0.5889024999999999,0.0225,345164.5554,184.1449,10522.04,30513.919,3.6
AML_Customer_00379,NG,0.65,2894.16,20,0.118,42.8,0,0,1953,84.36,8.3762,400,0.013924,57883.2,0.0767,57.2,0,Low_Risk,1,0.47939750000000003,0.4225,24.242,3271.84,1881.2,341.511,13.0
AML_Customer_00380,CA,0.16,16263.84,19,0.992,71.46,2,0,1144,6.04,264.5125,361,0.984064,309012.96,0.15872,28.54,0,Low_Risk,0,0.43237499999999995,0.0256,4301.9888,814.5316,2602.21,16133.729,3.04
AML_Customer_00381,US,0.15,6214.8,26,0.148,34.05,3,0,855,59.67,38.6237,676,0.021904,161584.8,0.0222,65.95,0,Low_Risk,0,0.4162625,0.0225,240.0388,4349.4025,932.22,919.79,3.9
AML_Customer_00382,BR,0.4,8902.18,21,0.101,69.08,0,1,2389,71.7,79.2488,441,0.010201,186945.78,0.0404,30.92,0,Low_Risk,0,0.5317550000000001,0.16,705.4872,956.0464,3560.87,899.12,8.4
AML_Customer_00383,IN,0.35,139294.18,28,0.117,68.86,1,0,3538,97.79,19402.8686,784,0.013689,3900237.04,0.04095,31.14,1,High_Risk,0,0.7185450000000001,0.1225,2702706.6688,969.6996,48752.96,16297.419,9.8
AML_Customer_00384,RU,0.7,2201.8,14,-0.143,98.53,1,1,2803,80.72,4.8479,196,0.020449,30825.2,-0.1001,1.47,0,Low_Risk,1,0.47308,0.49,10.6742,2.1609,1541.26,-314.857,9.8
AML_Customer_00385,BR,0.4,12755.78,19,0.06,33.7,1,1,2120,27.62,162.7099,361,0.0036,242359.82,0.024,66.3,0,Low_Risk,0,0.5473075000000001,0.16,2075.492,4395.69,5102.31,765.347,7.6
AML_Customer_00386,NG,0.65,15798.86,28,0.475,52.98,2,1,1127,70.96,249.604,784,0.225625,442368.08,0.30875,47.02,1,High_Risk,1,0.9144475,0.4225,3943.4583,2210.8804,10269.26,7504.458,18.2
AML_Customer_00387,CA,0.16,29313.0,26,0.12,81.45,1,1,2831,76.33,859.252,676,0.0144,762138.0,0.0192,18.55,1,High_Risk,0,0.6237950000000002,0.0256,25187.253,344.1025,4690.08,3517.56,4.16
AML_Customer_00388,UK,0.18,10915.98,14,-0.198,71.71,1,0,1022,72.97,119.1586,196,0.039204,152823.72,-0.03564,28.29,0,Low_Risk,0,0.348075,0.0324,1300.7331,800.3241,1964.88,-2161.364,2.52
AML_Customer_00389,BR,0.4,13467.71,20,-0.244,68.61,1,0,1614,82.01,181.3792,400,0.059536,269354.2,-0.0976,31.39,0,Low_Risk,0,0.49478999999999995,0.16,2442.7626,985.3321,5387.08,-3286.121,8.0
AML_Customer_00390,NG,0.65,6689.88,27,-0.078,45.88,0,0,1933,90.37,44.7545,729,0.006084,180626.76,-0.0507,54.12,1,High_Risk,1,0.601105,0.4225,299.4022,2928.9744,4348.42,-521.811,17.55
AML_Customer_00391,PK,0.55,12953.57,28,0.106,53.18,2,1,905,9.84,167.795,784,0.011236,362699.96,0.0583,46.82,1,High_Risk,1,0.7964650000000001,0.3025,2173.544,2192.1124,7124.46,1373.078,15.4
AML_Customer_00392,SG,0.2,7022.03,22,0.498,89.9,2,0,3417,10.48,49.3089,484,0.248004,154484.66,0.0996,10.1,0,Low_Risk,0,0.403485,0.04,346.2486,102.01,1404.41,3496.971,4.4
AML_Customer_00393,DE,0.17,18426.99,19,-0.389,63.97,2,0,763,79.64,339.554,361,0.151321,350112.81,-0.06613,36.03,0,Low_Risk,0,0.446855,0.0289,6256.9574,1298.1609,3132.59,-7168.099,3.23
AML_Customer_00394,NG,0.65,6838.95,24,-0.032,72.51,2,1,1915,25.24,46.7712,576,0.001024,164134.8,-0.0208,27.49,1,High_Risk,1,0.617035,0.4225,319.8662,755.7001,4445.32,-218.846,15.6
AML_Customer_00395,DE,0.17,14430.52,17,0.131,62.7,4,0,173,5.85,208.2399,289,0.017161,245318.84,0.02227,37.3,0,Low_Risk,0,0.3959425,0.0289,3005.0101,1391.29,2453.19,1890.398,2.89
AML_Customer_00396,IR,0.75,9611.71,24,-0.562,41.34,1,0,3430,40.12,92.385,576,0.315844,230681.04,-0.4215,58.66,1,High_Risk,1,0.6205125,0.5625,887.9775,3440.9956,7208.78,-5401.781,18.0
AML_Customer_00397,RU,0.7,30517.34,23,-0.212,83.68,2,0,2286,81.99,931.308,529,0.044944,701898.82,-0.1484,16.32,1,High_Risk,1,0.79304,0.49,28421.0441,266.3424,21362.14,-6469.676,16.1
AML_Customer_00398,SG,0.2,9401.33,24,-0.158,75.06,1,0,1152,12.66,88.385,576,0.024964,225631.92,-0.0316,24.94,0,Low_Risk,0,0.38512749999999996,0.04,830.9366,622.0036,1880.27,-1485.41,4.8
AML_Customer_00399,BR,0.4,1680.7,24,-0.199,100.0,3,1,729,67.18,2.8248,576,0.039601,40336.8,-0.0796,0.0,0,Low_Risk,0,0.45343750000000005,0.16,4.7476,0.0,672.28,-334.459,9.6
AML_Customer_00400,BR,0.4,34958.66,23,0.147,44.69,1,1,143,0.36,1222.1079,529,0.021609,804049.18,0.0588,55.31,1,High_Risk,0,0.6722025,0.16,42723.2549,3059.1961,13983.46,5138.923,9.2
AML_Customer_00401,US,0.15,4000.87,19,0.024,81.45,4,0,2252,10.97,16.007,361,0.000576,76016.53,0.0036,18.55,0,Low_Risk,0,0.2228725,0.0225,64.0418,344.1025,600.13,96.021,2.85
AML_Customer_00402,IR,0.75,5147.33,20,-0.114,38.77,0,1,300,35.09,26.495,400,0.012996,102946.6,-0.0855,61.23,0,Low_Risk,1,0.5446975,0.5625,136.3785,3749.1129,3860.5,-586.796,15.0
AML_Customer_00403,AE,0.28,5455.28,23,0.23,68.15,1,0,92,8.36,29.7601,529,0.0529,125471.44,0.0644,31.85,0,Low_Risk,0,0.37141499999999994,0.0784,162.3496,1014.4225,1527.48,1254.714,6.44
AML_Customer_00404,NG,0.65,39121.92,19,0.683,84.53,1,1,1037,84.59,1530.5246,361,0.466489,743316.48,0.44395,15.47,1,High_Risk,1,0.8706875000000001,0.4225,59877.0619,239.3209,25429.25,26720.271,12.35
AML_Customer_00405,DE,0.17,1169.49,29,0.654,23.56,1,0,2873,86.41,1.3677,841,0.427716,33915.21,0.11118,76.44,0,Low_Risk,0,0.4096825,0.0289,1.5995,5843.0736,198.81,764.846,4.93
AML_Customer_00406,RU,0.7,228147.71,16,-0.593,60.9,2,1,1457,75.56,52051.3776,256,0.351649,3650363.36,-0.4151,39.1,1,High_Risk,1,0.8388225,0.49,11875402.5968,1528.81,159703.4,-135291.592,11.2
AML_Customer_00407,SG,0.2,28454.36,16,0.282,53.74,0,0,2302,24.25,809.6506,256,0.079524,455269.76,0.0564,46.26,0,Low_Risk,0,0.4657775,0.04,23038.0897,2139.9876,5690.87,8024.13,3.2
AML_Customer_00408,US,0.15,12372.59,28,0.018,50.96,0,0,2012,52.32,153.081,784,0.000324,346432.52,0.0027,49.04,0,Low_Risk,0,0.4306375,0.0225,1894.0082,2404.9216,1855.89,222.707,4.2
AML_Customer_00409,IR,0.75,9368.48,25,0.134,72.7,3,1,2238,18.42,87.7684,625,0.017956,234212.0,0.1005,27.3,1,High_Risk,1,0.7330775,0.5625,822.2567,745.29,7026.36,1255.376,18.75
AML_Customer_00410,US,0.15,13168.12,23,-0.059,87.41,4,0,3137,28.13,173.3994,529,0.003481,302866.76,-0.00885,12.59,0,Low_Risk,0,0.38563250000000004,0.0225,2283.3439,158.5081,1975.22,-776.919,3.45
AML_Customer_00411,DE,0.17,16665.94,25,0.121,62.33,1,0,2458,51.6,277.7536,625,0.014641,416648.5,0.02057,37.67,0,Low_Risk,0,0.502645,0.0289,4629.0241,1419.0289,2833.21,2016.579,4.25
AML_Customer_00412,PK,0.55,18867.87,22,0.133,69.11,1,0,347,73.5,355.9965,484,0.017689,415093.14,0.07315,30.89,1,High_Risk,1,0.7303325000000002,0.3025,6716.896,954.1921,10377.33,2509.427,12.1
AML_Customer_00413,PK,0.55,17250.64,24,-0.123,67.29,3,1,2785,9.47,297.5846,576,0.015129,414015.36,-0.06765,32.71,1,High_Risk,1,0.76633,0.3025,5133.5245,1069.9441,9487.85,-2121.829,13.2
AML_Customer_00414,IN,0.35,10824.64,26,-0.234,65.04,0,1,2533,29.67,117.1728,676,0.054756,281440.64,-0.0819,34.96,0,Low_Risk,0,0.52945,0.1225,1268.3537,1222.2016,3788.62,-2532.966,9.1
AML_Customer_00415,IN,0.35,8124.68,18,-0.077,43.21,1,1,1322,92.66,66.0104,324,0.005929,146244.24,-0.02695,56.79,0,Low_Risk,0,0.484625,0.1225,536.3136,3225.1041,2843.64,-625.6,6.3
AML_Customer_00416,SG,0.2,8507.7,23,0.162,87.17,1,0,2421,42.91,72.381,529,0.026244,195677.1,0.0324,12.83,0,Low_Risk,0,0.41803,0.04,615.7955,164.6089,1701.54,1378.247,4.6
AML_Customer_00417,CA,0.16,8144.45,16,0.29,70.9,3,0,1093,93.89,66.3321,256,0.0841,130311.2,0.0464,29.1,0,Low_Risk,0,0.386745,0.0256,540.2382,846.81,1303.11,2361.89,2.56
AML_Customer_00418,DE,0.17,30753.84,25,0.379,72.9,0,1,443,99.14,945.7987,625,0.143641,768846.0,0.06443,27.1,1,High_Risk,0,0.6604750000000001,0.0289,29086.9411,734.41,5228.15,11655.705,4.25
AML_Customer_00419,BR,0.4,17917.92,16,-0.093,48.87,3,0,3481,52.67,321.0519,256,0.008649,286686.72,-0.0372,51.13,0,Low_Risk,0,0.5166,0.16,5752.5815,2614.2769,7167.17,-1666.367,6.4
AML_Customer_00420,BR,0.4,523.02,19,0.179,55.82,0,1,1275,28.8,0.2735,361,0.032041,9937.38,0.0716,44.18,0,Low_Risk,0,0.3558725,0.16,0.1431,1951.8724,209.21,93.621,7.6
AML_Customer_00421,NG,0.65,19070.55,19,0.417,61.48,2,0,1334,79.08,363.6859,361,0.173889,362340.45,0.27105,38.52,1,High_Risk,1,0.7648650000000001,0.4225,6935.6897,1483.7904,12395.86,7952.419,12.35
AML_Customer_00422,NG,0.65,12024.92,33,0.488,34.32,1,0,254,15.93,144.5987,1089,0.238144,396822.36,0.3172,65.68,1,High_Risk,1,0.7736725,0.4225,1738.7878,4313.8624,7816.2,5868.161,21.45
AML_Customer_00423,US,0.15,9713.69,28,0.059,31.24,1,0,1510,25.2,94.3558,784,0.003481,271983.32,0.00885,68.76,0,Low_Risk,0,0.4133975,0.0225,916.5427,4727.9376,1457.05,573.108,4.2
AML_Customer_00424,AE,0.28,6710.85,16,0.003,52.99,2,0,1207,78.49,45.0355,256,9e-06,107373.6,0.00084,47.01,0,Low_Risk,0,0.38315,0.0784,302.2265,2209.9401,1879.04,20.133,4.48
AML_Customer_00425,US,0.15,30458.27,20,0.147,75.45,1,0,2357,43.36,927.7062,400,0.021609,609165.4,0.02205,24.55,0,Low_Risk,0,0.44154750000000004,0.0225,28256.3263,602.7025,4568.74,4477.366,3.0
AML_Customer_00426,IN,0.35,25527.88,19,-0.322,51.94,3,1,1406,20.15,651.6727,361,0.103684,485029.72,-0.1127,48.06,0,Low_Risk,0,0.5866874999999999,0.1225,16635.8214,2309.7636,8934.76,-8219.977,6.65
AML_Customer_00427,SG,0.2,4569.33,32,0.012,44.62,0,0,3140,65.11,20.8788,1024,0.000144,146218.56,0.0024,55.38,0,Low_Risk,0,0.42005000000000003,0.04,95.402,3066.9444,913.87,54.832,6.4
AML_Customer_00428,RU,0.7,14869.28,26,0.341,48.71,0,1,2806,73.28,221.0955,676,0.116281,386601.28,0.2387,51.29,1,High_Risk,1,0.8587425,0.49,3287.5307,2630.6641,10408.5,5070.424,18.2
AML_Customer_00429,DE,0.17,3745.62,39,0.305,55.89,2,0,650,12.51,14.0297,1521,0.093025,146079.18,0.05185,44.11,0,Low_Risk,0,0.39885750000000003,0.0289,52.5498,1945.6921,636.76,1142.414,6.63
AML_Customer_00430,US,0.15,2490.86,28,-0.015,57.92,0,0,3052,27.7,6.2044,784,0.000225,69744.08,-0.00225,42.08,0,Low_Risk,0,0.2333525,0.0225,15.4543,1770.7264,373.63,-37.363,4.2
AML_Customer_00431,UK,0.18,5288.46,25,0.156,100.0,0,0,2650,22.13,27.9678,625,0.024336,132211.5,0.02808,0.0,0,Low_Risk,0,0.33221750000000005,0.0324,147.9066,0.0,951.92,825.0,4.5
AML_Customer_00432,BR,0.4,23444.55,31,-0.209,86.09,3,0,2566,37.99,549.6469,961,0.043681,726781.05,-0.0836,13.91,1,High_Risk,0,0.64166,0.16,12886.2248,193.4881,9377.82,-4899.911,12.4
AML_Customer_00433,IN,0.35,25671.2,28,0.326,85.5,3,0,1037,76.34,659.0105,784,0.106276,718793.6,0.1141,14.5,1,High_Risk,0,0.6982225,0.1225,16917.5906,210.25,8984.92,8368.811,9.8
AML_Customer_00434,US,0.15,16532.53,22,0.053,88.37,1,0,1998,71.37,273.3245,484,0.002809,363715.66,0.00795,11.63,0,Low_Risk,0,0.42173750000000004,0.0225,4518.7463,135.2569,2479.88,876.224,3.3
AML_Customer_00435,US,0.15,20436.87,22,-0.017,45.02,1,0,3014,66.25,417.6657,484,0.000289,449611.14,-0.00255,54.98,0,Low_Risk,0,0.4345275,0.0225,8535.7787,3022.8004,3065.53,-347.427,3.3
AML_Customer_00436,BR,0.4,16583.75,32,-0.047,40.55,1,0,1251,0.63,275.0208,1024,0.002209,530680.0,-0.0188,59.45,0,Low_Risk,0,0.573955,0.16,4560.8756,3534.3025,6633.5,-779.436,12.8
AML_Customer_00437,US,0.15,5210.95,20,0.058,42.86,0,1,1329,14.21,27.154,400,0.003364,104219.0,0.0087,57.14,0,Low_Risk,0,0.29239750000000003,0.0225,141.4981,3264.9796,781.64,302.235,3.0
AML_Customer_00438,NG,0.65,15243.71,21,-0.077,91.69,2,0,1225,22.33,232.3707,441,0.005929,320117.91,-0.05005,8.31,1,High_Risk,1,0.6379175,0.4225,3542.1915,69.0561,9908.41,-1173.766,13.65
AML_Customer_00439,BR,0.4,22035.49,21,0.31,54.06,1,1,2861,27.2,485.5628,441,0.0961,462745.29,0.124,45.94,1,High_Risk,0,0.6461600000000002,0.16,10699.6147,2110.4836,8814.2,6831.002,8.4
AML_Customer_00440,US,0.15,21042.33,25,-0.058,39.97,0,0,537,14.64,442.7797,625,0.003364,526058.25,-0.0087,60.03,0,Low_Risk,0,0.41566250000000005,0.0225,9317.1156,3603.6009,3156.35,-1220.455,3.75
AML_Customer_00441,US,0.15,32497.34,20,0.638,56.38,2,0,434,41.03,1056.0771,400,0.407044,649946.8,0.0957,43.62,0,Low_Risk,0,0.51194,0.0225,34319.6968,1902.7044,4874.6,20733.303,3.0
AML_Customer_00442,PK,0.55,20096.56,17,0.593,60.23,3,1,1324,7.52,403.8717,289,0.351649,341641.52,0.32615,39.77,1,High_Risk,1,0.777475,0.3025,8116.4323,1581.6529,11053.11,11917.26,9.35
AML_Customer_00443,DE,0.17,14065.05,22,-0.232,70.37,0,1,1988,75.0,197.8256,484,0.053824,309431.1,-0.03944,29.63,0,Low_Risk,0,0.47216250000000004,0.0289,2782.4274,877.9369,2391.06,-3263.092,3.74
AML_Customer_00444,DE,0.17,28858.22,15,0.104,70.02,1,0,2849,78.77,832.7969,225,0.010816,432873.3,0.01768,29.98,0,Low_Risk,0,0.4656875,0.0289,24033.035,898.8004,4905.9,3001.255,2.55
AML_Customer_00445,NG,0.65,9638.09,28,-0.148,48.44,1,1,693,57.43,92.8928,784,0.021904,269866.52,-0.0962,51.56,1,High_Risk,1,0.7137324999999999,0.4225,895.309,2658.4336,6264.76,-1426.437,18.2
AML_Customer_00446,IR,0.75,4097.47,22,-0.034,78.71,1,0,2208,8.97,16.7893,484,0.001156,90144.34,-0.0255,21.29,0,Low_Risk,1,0.4587875,0.5625,68.7935,453.2641,3073.1,-139.314,16.5
AML_Customer_00447,PK,0.55,8407.95,29,0.781,52.22,0,1,1679,89.01,70.6936,841,0.609961,243830.55,0.42955,47.78,1,High_Risk,1,0.772355,0.3025,594.3884,2282.9284,4624.37,6566.609,15.95
AML_Customer_00448,BR,0.4,4698.96,24,-0.028,61.87,3,0,1438,96.56,22.0802,576,0.000784,112775.04,-0.0112,38.13,0,Low_Risk,0,0.47871499999999995,0.16,103.7541,1453.8969,1879.58,-131.571,9.6
AML_Customer_00449,DE,0.17,5038.29,22,0.206,78.74,0,0,1787,20.24,25.3844,484,0.042436,110842.38,0.03502,21.26,0,Low_Risk,0,0.28149500000000005,0.0289,127.8938,451.9876,856.51,1037.888,3.74
AML_Customer_00450,US,0.15,8565.36,24,0.269,52.16,1,0,3498,70.46,73.3654,576,0.072361,205568.64,0.04035,47.84,0,Low_Risk,0,0.41319750000000005,0.0225,628.401,2288.6656,1284.8,2304.082,3.6
AML_Customer_00451,NG,0.65,4480.9,27,-0.27,53.61,2,1,1903,84.19,20.0785,729,0.0729,120984.3,-0.1755,46.39,1,High_Risk,1,0.6646524999999999,0.4225,89.9696,2152.0321,2912.58,-1209.843,17.55
AML_Customer_00452,IN,0.35,7273.83,18,-0.219,76.83,2,1,1349,53.98,52.9086,324,0.047961,130928.94,-0.07665,23.17,0,Low_Risk,0,0.442315,0.1225,384.8482,536.8489,2545.84,-1592.969,6.3
AML_Customer_00453,SG,0.2,1489.78,18,-0.342,47.85,1,0,1436,32.33,2.2194,324,0.116964,26816.04,-0.0684,52.15,0,Low_Risk,0,0.21035749999999998,0.04,3.3065,2719.6225,297.96,-509.505,3.6
AML_Customer_00454,IR,0.75,12250.15,24,-0.23,57.3,0,1,3613,47.86,150.0662,576,0.0529,294003.6,-0.1725,42.7,1,High_Risk,1,0.7463175000000001,0.5625,1838.3332,1823.29,9187.61,-2817.534,18.0
AML_Customer_00455,US,0.15,9909.07,24,-0.918,76.11,3,1,1448,51.23,98.1897,576,0.842724,237817.68,-0.1377,23.89,0,Low_Risk,0,0.4552325,0.0225,972.9683,570.7321,1486.36,-9096.526,3.6
AML_Customer_00456,AE,0.28,4371.72,20,0.271,100.0,2,0,1607,40.06,19.1119,400,0.073441,87434.4,0.07588,0.0,0,Low_Risk,0,0.34962,0.0784,83.552,0.0,1224.08,1184.736,5.6
AML_Customer_00457,US,0.15,19134.45,24,0.799,77.11,2,0,1313,92.98,366.1272,576,0.638401,459226.8,0.11985,22.89,0,Low_Risk,0,0.555145,0.0225,7005.6422,523.9521,2870.17,15288.426,3.6
AML_Customer_00458,AE,0.28,25274.98,25,0.132,74.45,3,0,310,74.39,638.8246,625,0.017424,631874.5,0.03696,25.55,1,High_Risk,0,0.6333925,0.0784,16146.2793,652.8025,7076.99,3336.297,7.0
AML_Customer_00459,US,0.15,1983.15,27,-0.416,75.62,3,0,3457,24.13,3.9329,729,0.173056,53545.05,-0.0624,24.38,0,Low_Risk,0,0.25834,0.0225,7.7995,594.3844,297.47,-824.99,4.05
AML_Customer_00460,US,0.15,4615.96,18,-0.145,43.54,1,0,2497,58.56,21.3071,324,0.021025,83087.28,-0.02175,56.46,0,Low_Risk,0,0.22095250000000002,0.0225,98.3527,3187.7316,692.39,-669.314,2.7
AML_Customer_00461,US,0.15,4586.43,17,-0.081,67.31,3,0,1245,68.87,21.0353,289,0.006561,77969.31,-0.01215,32.69,0,Low_Risk,0,0.24261500000000003,0.0225,96.4771,1068.6361,687.96,-371.501,2.55
AML_Customer_00462,IN,0.35,3866.47,25,-0.276,64.4,1,0,666,14.02,14.9496,625,0.076176,96661.75,-0.0966,35.6,0,Low_Risk,0,0.348345,0.1225,57.8021,1267.36,1353.26,-1067.146,8.75
AML_Customer_00463,BR,0.4,22685.36,35,0.381,71.43,3,0,1481,35.84,514.6256,1225,0.145161,793987.6,0.1524,28.57,1,High_Risk,0,0.71078,0.16,11674.4661,816.2449,9074.14,8643.122,14.0
AML_Customer_00464,IN,0.35,8153.27,18,0.364,67.33,1,1,837,90.55,66.4758,324,0.132496,146758.86,0.1274,32.67,0,Low_Risk,0,0.5299775000000001,0.1225,541.9952,1067.3289,2853.64,2967.79,6.3
AML_Customer_00465,PK,0.55,7596.82,28,-0.324,72.59,3,0,2425,56.72,57.7117,784,0.104976,212710.96,-0.1782,27.41,1,High_Risk,1,0.6209325,0.3025,438.4252,751.3081,4178.25,-2461.37,15.4
AML_Customer_00466,DE,0.17,1334.27,25,0.334,58.77,2,1,458,21.7,1.7803,625,0.111556,33356.75,0.05678,41.23,0,Low_Risk,0,0.38858499999999996,0.0289,2.3754,1699.9129,226.83,445.646,4.25
AML_Customer_00467,CA,0.16,18683.91,29,0.614,66.17,3,0,1445,12.28,349.0885,841,0.376996,541833.39,0.09824,33.83,0,Low_Risk,0,0.5663825,0.0256,6522.338,1144.4689,2989.43,11471.921,4.64
AML_Customer_00468,RU,0.7,2866.2,25,0.746,40.44,0,1,3442,51.82,8.2151,625,0.556516,71655.0,0.5222,59.56,1,High_Risk,1,0.6421325000000001,0.49,23.5461,3547.3936,2006.34,2138.185,17.5
AML_Customer_00469,CA,0.16,10508.43,34,1.083,58.6,0,0,2624,54.77,110.4271,1156,1.172889,357286.62,0.17328,41.4,0,Low_Risk,0,0.5082275,0.0256,1160.4155,1713.96,1681.35,11380.63,5.44
AML_Customer_00470,PK,0.55,13060.88,24,-0.236,92.82,0,1,3017,33.44,170.5866,576,0.055696,313461.12,-0.1298,7.18,1,High_Risk,1,0.6876525,0.3025,2228.0109,51.5524,7183.48,-3082.368,13.2
AML_Customer_00471,US,0.15,38586.53,26,1.068,71.38,1,0,2479,63.04,1488.9203,676,1.140624,1003249.78,0.1602,28.62,0,Low_Risk,0,0.5876425,0.0225,57452.2677,819.1044,5787.98,41210.414,3.9
AML_Customer_00472,PK,0.55,2673.6,19,-0.044,64.58,1,0,3148,6.87,7.1481,361,0.001936,50798.4,-0.0242,35.42,0,Low_Risk,1,0.3647125000000001,0.3025,19.1113,1254.5764,1470.48,-117.638,10.45
AML_Customer_00473,US,0.15,483.23,31,-0.127,100.0,2,0,694,14.51,0.2335,961,0.016129,14980.13,-0.01905,0.0,0,Low_Risk,0,0.2335925,0.0225,0.1128,0.0,72.48,-61.37,4.65
AML_Customer_00474,RU,0.7,11894.72,17,0.194,37.78,1,1,779,54.63,141.4844,289,0.037636,202210.24,0.1358,62.22,1,High_Risk,1,0.727635,0.49,1682.9169,3871.3284,8326.3,2307.576,11.9
